physical,"{'psychological': 0.13636363636363635, 'material': 0.09090909090909091, 'mental': 0.09090909090909091, 'abuse': 0.09090909090909091, 'database': 0.09090909090909091, 'human': 0.045454545454545456, 'cognitive': 0.045454545454545456, 'emotional': 0.045454545454545456, 'health': 0.045454545454545456, 'world': 0.045454545454545456, 'intuition': 0.045454545454545456, 'security': 0.045454545454545456, 'genetic': 0.045454545454545456, 'medium': 0.045454545454545456, 'modeling': 0.045454545454545456, 'link': 0.045454545454545456}"
material,"{'commercial': 0.4, 'covered': 0.2, 'requirements': 0.2, 'topics': 0.2}"
commercial,"{'resources': 0.6666666666666666, 'information': 0.3333333333333333}"
resources,"{'particular': 0.15384615384615385, 'finance': 0.07692307692307693, 'emphasis': 0.07692307692307693, 'organizational': 0.07692307692307693, 'technology': 0.07692307692307693, 'innovation': 0.07692307692307693, 'within': 0.07692307692307693, 'implementing': 0.07692307692307693, 'competencies': 0.07692307692307693, 'information': 0.07692307692307693, 'development': 0.07692307692307693, 'management': 0.07692307692307693}"
particular,"{'topic': 0.3125, 'attention': 0.1875, 'case': 0.125, 'mobile': 0.0625, 'area': 0.0625, 'aspect': 0.0625, 'statistical': 0.0625, 'spatial': 0.0625, 'issues': 0.0625}"
case,"{'studies': 0.4, 'competition': 0.16, 'competitions': 0.12, 'method': 0.08, 'analysis': 0.08, 'preparation': 0.04, 'team': 0.04, 'study': 0.04, 'based': 0.04}"
method,"{'approach': 0.10526315789473684, 'project': 0.05263157894736842, 'encourages': 0.05263157894736842, 'psychology': 0.05263157894736842, 'definite': 0.05263157894736842, 'differential': 0.05263157894736842, 'introduction': 0.05263157894736842, 'least': 0.05263157894736842, 'separation': 0.05263157894736842, 'characteristics': 0.05263157894736842, 'importance': 0.05263157894736842, 'projection': 0.05263157894736842, 'linear': 0.05263157894736842, 'selected': 0.05263157894736842, 'lagrange': 0.05263157894736842, 'classification': 0.05263157894736842, 'duality': 0.05263157894736842, 'course': 0.05263157894736842}"
approach,"{'students': 0.2, 'notions': 0.2, 'trade': 0.1, 'international': 0.1, 'methods': 0.1, 'ratio': 0.1, 'test': 0.1, 'must': 0.1}"
students,"{'must': 0.1346153846153846, 'work': 0.07692307692307693, 'introduced': 0.057692307692307696, 'enrolled': 0.057692307692307696, 'address': 0.038461538461538464, 'oversee': 0.038461538461538464, 'also': 0.038461538461538464, 'interested': 0.038461538461538464, 'opportunity': 0.038461538461538464, 'financial': 0.019230769230769232, 'role': 0.019230769230769232, 'understanding': 0.019230769230769232, 'get': 0.019230769230769232, 'completed': 0.019230769230769232, 'completing': 0.019230769230769232, 'certificate': 0.019230769230769232, 'explore': 0.019230769230769232, 'developing': 0.019230769230769232, 'expected': 0.019230769230769232, 'learn': 0.019230769230769232, 'integrate': 0.019230769230769232, 'hands': 0.019230769230769232, 'participation': 0.019230769230769232, 'compete': 0.019230769230769232, 'participate': 0.019230769230769232, 'undertake': 0.019230769230769232, 'credited': 0.019230769230769232, 'major': 0.019230769230769232, 'school': 0.019230769230769232, 'previously': 0.019230769230769232, 'faculties': 0.019230769230769232, 'taken': 0.019230769230769232, 'required': 0.019230769230769232, 'carry': 0.019230769230769232}"
introduced,"{'art': 0.4, 'modifications': 0.2, 'lisrel': 0.2, 'using': 0.2}"
art,{'logical': 1.0}
logical,"{'problem': 0.5, 'system': 0.25, 'framework': 0.25}"
problem,"{'solving': 0.7272727272727273, 'using': 0.09090909090909091, 'perception': 0.045454545454545456, 'balanced': 0.045454545454545456, 'analysis': 0.045454545454545456, 'addressed': 0.045454545454545456}"
solving,"{'addressing': 0.08695652173913043, 'social': 0.08695652173913043, 'business': 0.08695652173913043, 'using': 0.043478260869565216, 'techniques': 0.043478260869565216, 'applicable': 0.043478260869565216, 'language': 0.043478260869565216, 'contemporary': 0.043478260869565216, 'etc': 0.043478260869565216, 'equations': 0.043478260869565216, 'perspective': 0.043478260869565216, 'scientific': 0.043478260869565216, 'algorithm': 0.043478260869565216, 'program': 0.043478260869565216, 'gis': 0.043478260869565216, 'geometric': 0.043478260869565216, 'scalability': 0.043478260869565216, 'problems': 0.043478260869565216, 'hard': 0.043478260869565216, 'distributed': 0.043478260869565216}"
addressing,"{'issues': 0.6666666666666666, 'business': 0.3333333333333333}"
issues,"{'corporate': 0.046153846153846156, 'administrative': 0.046153846153846156, 'associated': 0.046153846153846156, 'methodological': 0.046153846153846156, 'concepts': 0.03076923076923077, 'advanced': 0.03076923076923077, 'practices': 0.03076923076923077, 'pertain': 0.03076923076923077, 'relevant': 0.03076923076923077, 'related': 0.03076923076923077, 'security': 0.015384615384615385, 'global': 0.015384615384615385, 'staffing': 0.015384615384615385, 'assessed': 0.015384615384615385, 'approaches': 0.015384615384615385, 'workplace': 0.015384615384615385, 'facing': 0.015384615384615385, 'within': 0.015384615384615385, 'specific': 0.015384615384615385, 'marketing': 0.015384615384615385, 'change': 0.015384615384615385, 'inter': 0.015384615384615385, 'emerging': 0.015384615384615385, 'cases': 0.015384615384615385, 'technological': 0.015384615384615385, 'raised': 0.015384615384615385, 'economic': 0.015384615384615385, 'export': 0.015384615384615385, 'foundations': 0.015384615384615385, 'concerning': 0.015384615384615385, 'depression': 0.015384615384615385, 'clinical': 0.015384615384615385, 'field': 0.015384615384615385, 'emotional': 0.015384615384615385, 'literature': 0.015384615384615385, 'posed': 0.015384615384615385, 'normal': 0.015384615384615385, 'socio': 0.015384615384615385, 'regular': 0.015384615384615385, 'process': 0.015384615384615385, 'cpu': 0.015384615384615385, 'semantic': 0.015384615384615385, 'computer': 0.015384615384615385, 'quality': 0.015384615384615385, 'integrity': 0.015384615384615385, 'power': 0.015384615384615385, 'solutions': 0.015384615384615385, 'design': 0.015384615384615385, 'modeling': 0.015384615384615385, 'hands': 0.015384615384615385, 'reuse': 0.015384615384615385}"
corporate,"{'social': 0.21739130434782608, 'responsibility': 0.08695652173913043, 'taxation': 0.08695652173913043, 'income': 0.08695652173913043, 'governance': 0.08695652173913043, 'culture': 0.08695652173913043, 'marketing': 0.043478260869565216, 'risk': 0.043478260869565216, 'sponsor': 0.043478260869565216, 'performance': 0.043478260869565216, 'exposure': 0.043478260869565216, 'financial': 0.043478260869565216, 'taxable': 0.043478260869565216, 'finance': 0.043478260869565216}"
social,"{'psychology': 0.12195121951219512, 'responsibility': 0.06097560975609756, 'behaviour': 0.06097560975609756, 'development': 0.04878048780487805, 'media': 0.036585365853658534, 'community': 0.036585365853658534, 'sciences': 0.036585365853658534, 'context': 0.024390243902439025, 'entrepreneurship': 0.024390243902439025, 'technological': 0.024390243902439025, 'influence': 0.024390243902439025, 'motivation': 0.024390243902439025, 'cognition': 0.024390243902439025, 'biological': 0.024390243902439025, 'psychiatric': 0.024390243902439025, 'skills': 0.024390243902439025, 'cognitive': 0.024390243902439025, 'interaction': 0.024390243902439025, 'problem': 0.024390243902439025, 'approach': 0.024390243902439025, 'networks': 0.012195121951219513, 'analytics': 0.012195121951219513, 'economic': 0.012195121951219513, 'legal': 0.012195121951219513, 'subsystems': 0.012195121951219513, 'embeddedness': 0.012195121951219513, 'soundness': 0.012195121951219513, 'policy': 0.012195121951219513, 'ethical': 0.012195121951219513, 'perception': 0.012195121951219513, 'moral': 0.012195121951219513, 'sexual': 0.012195121951219513, 'norms': 0.012195121951219513, 'relationships': 0.012195121951219513, 'interactions': 0.012195121951219513, 'beings': 0.012195121951219513, 'linguistic': 0.012195121951219513, 'perspectives': 0.012195121951219513, 'intervention': 0.012195121951219513, 'organizations': 0.012195121951219513, 'competence': 0.012195121951219513, 'impact': 0.012195121951219513, 'agent': 0.012195121951219513}"
responsibility,"{'managerial': 0.2222222222222222, 'strategic': 0.2222222222222222, 'accounting': 0.1111111111111111, 'also': 0.1111111111111111, 'csr': 0.1111111111111111, 'ethics': 0.1111111111111111, 'decision': 0.1111111111111111}"
ethics,"{'course': 0.16666666666666666, 'pragmatic': 0.16666666666666666, 'environmental': 0.08333333333333333, 'intercultural': 0.08333333333333333, 'legal': 0.08333333333333333, 'feasibility': 0.08333333333333333, 'beliefs': 0.08333333333333333, 'environment': 0.08333333333333333, 'research': 0.08333333333333333, 'standards': 0.08333333333333333}"
situates,{'business': 1.0}
business,"{'models': 0.07228915662650602, 'intelligence': 0.060240963855421686, 'applications': 0.04819277108433735, 'communication': 0.03614457831325301, 'plan': 0.03614457831325301, 'problems': 0.03614457831325301, 'process': 0.03614457831325301, 'opportunities': 0.03614457831325301, 'within': 0.024096385542168676, 'course': 0.024096385542168676, 'planning': 0.024096385542168676, 'needs': 0.024096385542168676, 'requirements': 0.024096385542168676, 'cases': 0.024096385542168676, 'world': 0.024096385542168676, 'relations': 0.024096385542168676, 'contracts': 0.024096385542168676, 'enterprises': 0.024096385542168676, 'data': 0.012048192771084338, 'useful': 0.012048192771084338, 'ethical': 0.012048192771084338, 'written': 0.012048192771084338, 'logistics': 0.012048192771084338, 'modeling': 0.012048192771084338, 'concept': 0.012048192771084338, 'idea': 0.012048192771084338, 'model': 0.012048192771084338, 'trade': 0.012048192771084338, 'environment': 0.012048192771084338, 'culture': 0.012048192771084338, 'administration': 0.012048192771084338, 'management': 0.012048192771084338, 'analysis': 0.012048192771084338, 'webs': 0.012048192771084338, 'growth': 0.012048192771084338, 'integration': 0.012048192771084338, 'markets': 0.012048192771084338, 'society': 0.012048192771084338, 'combinations': 0.012048192771084338, 'perspectives': 0.012048192771084338, 'influence': 0.012048192771084338, 'national': 0.012048192771084338, 'power': 0.012048192771084338, 'services': 0.012048192771084338, 'strategists': 0.012048192771084338, 'economics': 0.012048192771084338, 'research': 0.012048192771084338, 'income': 0.012048192771084338, 'legislative': 0.012048192771084338, 'canada': 0.012048192771084338, 'environments': 0.012048192771084338}"
within,"{'context': 0.1875, 'changing': 0.125, 'social': 0.125, 'various': 0.0625, 'organization': 0.0625, 'given': 0.0625, 'accounting': 0.0625, 'government': 0.0625, 'organizations': 0.0625, 'biopsychosocial': 0.0625, '8': 0.0625, 'first': 0.0625}"
changing,"{'socio': 0.2857142857142857, 'organizations': 0.2857142857142857, 'international': 0.14285714285714285, 'digital': 0.14285714285714285, 'competitive': 0.14285714285714285}"
socio,"{'economic': 0.3333333333333333, 'historical': 0.3333333333333333, 'political': 0.16666666666666666, 'cultural': 0.16666666666666666}"
economic,"{'political': 0.125, 'development': 0.125, 'cultural': 0.0625, 'perspective': 0.0625, 'non': 0.0625, 'rewards': 0.0625, 'exposures': 0.0625, 'regulation': 0.0625, 'analysis': 0.0625, 'models': 0.0625, 'indicators': 0.0625, 'policy': 0.0625, 'progress': 0.0625, 'measures': 0.0625}"
political,"{'technological': 0.16666666666666666, 'tehnological': 0.16666666666666666, 'economic': 0.16666666666666666, 'situation': 0.16666666666666666, 'risk': 0.16666666666666666, 'viability': 0.16666666666666666}"
technological,"{'environments': 0.2, 'political': 0.2, 'institutional': 0.2, 'social': 0.2, 'networks': 0.2}"
environments,"{'managers': 0.25, 'introduction': 0.25, 'information': 0.125, 'cyber': 0.125, 'topics': 0.125, 'applications': 0.125}"
must,"{'submit': 0.16666666666666666, 'learn': 0.1111111111111111, 'complete': 0.1111111111111111, 'approved': 0.1111111111111111, 'examine': 0.05555555555555555, 'supervised': 0.05555555555555555, 'work': 0.05555555555555555, 'different': 0.05555555555555555, 'provide': 0.05555555555555555, 'submitted': 0.05555555555555555, 'assembled': 0.05555555555555555, 'approve': 0.05555555555555555, 'take': 0.05555555555555555}"
distinguish,{'properly': 1.0}
properly,{'utilize': 1.0}
utilize,{'confrontational': 1.0}
confrontational,{'world': 1.0}
world,"{'lobbying': 0.2, 'predicaments': 0.2, 'pedagogically': 0.1, 'explored': 0.1, 'representational': 0.1, 'design': 0.1, 'wide': 0.1, 'modeling': 0.1}"
lobbying,"{'well': 0.6666666666666666, 'mechanisms': 0.3333333333333333}"
well,"{'development': 0.2, 'collaborative': 0.13333333333333333, 'data': 0.13333333333333333, 'marketing': 0.06666666666666667, 'sociological': 0.06666666666666667, 'violence': 0.06666666666666667, 'among': 0.06666666666666667, 'longitudinal': 0.06666666666666667, 'upon': 0.06666666666666667, 'separated': 0.06666666666666667, 'evaluations': 0.06666666666666667}"
collaborative,"{'governance': 0.4, 'tools': 0.4, 'virtual': 0.2}"
governance,"{'mechanisms': 0.2857142857142857, 'arise': 0.2857142857142857, 'mergers': 0.14285714285714285, 'reporting': 0.14285714285714285, 'case': 0.14285714285714285}"
mechanisms,"{'underlying': 0.23076923076923078, 'join': 0.15384615384615385, 'historical': 0.15384615384615385, 'function': 0.15384615384615385, 'business': 0.07692307692307693, 'physical': 0.07692307692307693, 'encryption': 0.07692307692307693, 'design': 0.07692307692307693}"
join,{'private': 1.0}
private,"{'public': 0.46153846153846156, 'sector': 0.23076923076923078, 'sectors': 0.15384615384615385, 'networks': 0.07692307692307693, 'key': 0.07692307692307693}"
public,"{'private': 0.14285714285714285, 'sector': 0.14285714285714285, 'key': 0.14285714285714285, 'civic': 0.09523809523809523, 'organization': 0.09523809523809523, 'sectors': 0.09523809523809523, 'health': 0.047619047619047616, 'presentation': 0.047619047619047616, 'decision': 0.047619047619047616, 'policy': 0.047619047619047616, 'conscience': 0.047619047619047616, 'management': 0.047619047619047616}"
civic,{'organizations': 1.0}
address,"{'real': 0.25, 'local': 0.25, 'challenges': 0.125, 'strategic': 0.125, 'problems': 0.125, 'automated': 0.125}"
real,"{'time': 0.375, 'estate': 0.20833333333333334, 'world': 0.08333333333333333, 'numbers': 0.08333333333333333, 'line': 0.08333333333333333, 'business': 0.041666666666666664, 'options': 0.041666666666666664, 'matrices': 0.041666666666666664, 'complex': 0.041666666666666664}"
predicaments,{'ethical': 1.0}
ethical,"{'issues': 0.29411764705882354, 'management': 0.11764705882352941, 'legal': 0.11764705882352941, 'norms': 0.11764705882352941, 'cultural': 0.058823529411764705, 'decision': 0.058823529411764705, 'responsibilities': 0.058823529411764705, 'principles': 0.058823529411764705, 'practice': 0.058823529411764705, 'concerns': 0.058823529411764705}"
